Steps,Robot X Coordinates
150,-0.17982764542102814
151,-0.13872995972633362
152,-0.10209957510232925
153,-0.05475780740380287
154,-0.018840983510017395
155,0.003422808600589633
156,0.0240499135106802
157,0.027364017441868782
158,0.021235285326838493
159,0.01921061798930168
160,0.018195733428001404
161,0.01826028898358345
162,0.019934624433517456
163,0.024089213460683823
164,0.028212890028953552
165,0.030131947249174118
166,0.031835027039051056
167,0.03236870840191841
168,0.03249116241931915
169,0.03251667693257332
170,0.03442569822072983
171,0.04160717502236366
172,0.04780508950352669
173,0.04739227145910263
174,0.04597259685397148
175,0.04387213662266731
176,0.040603600442409515
177,0.03474428504705429
178,0.034925129264593124
179,0.038586538285017014
180,0.038346245884895325
181,0.03703942149877548
182,0.035906802862882614
183,0.03513162210583687
184,0.035110678523778915
185,0.035412054508924484
186,0.035041000694036484
187,0.039534520357847214
188,0.051096055656671524
189,0.07479611039161682
190,0.11006651073694229
191,0.15540221333503723
192,0.1986636221408844
193,0.22373273968696594
194,0.2299576997756958
195,0.21831831336021423
196,0.2110937088727951
197,0.21352003514766693
198,0.2265242040157318
199,0.24256247282028198
200,0.25651487708091736
201,0.2815626561641693
202,-4.625028668669984e-05
203,-0.0007056501344777644
204,-0.004335272125899792
205,-0.013512393459677696
206,-0.028715988621115685
207,-0.04885756969451904
208,-0.06659258157014847
209,-0.08084762096405029
210,-0.08832408487796783
211,-0.09029565006494522
212,-0.08221623301506042
213,-0.05972371622920036
214,-0.03196445107460022
215,0.0003201749932486564
216,0.035624220967292786
217,0.07835901528596878
218,0.13851957023143768
219,0.18377059698104858
220,0.2102961540222168
221,0.245717853307724
222,0.2803373634815216
223,0.2975006401538849
224,0.29720085859298706
225,0.2907063663005829
226,0.29037195444107056
227,0.28883469104766846
228,0.2863861620426178
229,0.28566282987594604
230,0.2813471257686615
231,0.2704562842845917
232,0.24851395189762115
233,0.20990873873233795
234,0.17261368036270142
235,0.14701633155345917
236,0.1379934847354889
237,0.13381926715373993
238,0.12287555634975433
239,0.10960008203983307
240,0.09648952633142471
241,0.07809387147426605
242,0.06482626497745514
243,0.06151944026350975
244,0.0764695405960083
245,0.10804837197065353
246,0.14206092059612274
247,0.1589653044939041
248,0.16409263014793396
249,0.16492944955825806
250,0.16686943173408508
251,0.16930313408374786
252,0.16491739451885223
253,-2.3657034034840763e-05
254,-0.00760349165648222
255,-0.026015017181634903
256,-0.06271230429410934
257,-0.11301098763942719
258,-0.15318097174167633
259,-0.1848525106906891
260,-0.21307912468910217
261,-0.2330516129732132
262,-0.2408696562051773
263,-0.24061404168605804
264,-0.23955626785755157
265,-0.24226020276546478
266,-0.24282704293727875
267,-0.2428046315908432
268,-0.24280616641044617
269,-0.24283695220947266
270,-0.24426287412643433
271,-0.24462652206420898
272,-0.24464599788188934
273,-0.2453530728816986
274,-0.24815452098846436
275,-0.2510179281234741
276,-0.25179871916770935
277,-0.2522237300872803
278,-0.2551974952220917
279,-0.26565584540367126
280,-0.28985318541526794
281,-0.32068121433258057
282,-0.3445970416069031
283,-0.355379194021225
284,-0.36157554388046265
285,-0.3635728061199188
286,-0.35341155529022217
287,-0.32803991436958313
288,-0.30558452010154724
289,-0.29449427127838135
290,-0.28129324316978455
291,-0.280579537153244
292,-0.2757126986980438
293,-0.2632773220539093
294,-0.23531131446361542
295,-0.19319012761116028
296,0.004192913882434368
297,0.016063205897808075
298,0.032771144062280655
299,0.04632967710494995
300,0.07220181822776794
301,0.10340838879346848
302,0.12041615694761276
303,0.13267527520656586
304,0.13324984908103943
305,0.13234439492225647
306,0.1321898102760315
307,0.1328093409538269
308,0.13815248012542725
309,0.15529464185237885
310,0.19298948347568512
311,0.2485835999250412
312,0.3057205080986023
313,0.3697514832019806
314,0.41217952966690063
315,0.4315067529678345
316,0.4343883991241455
317,0.4232208728790283
318,0.4099813997745514
319,0.4075738489627838
320,0.40657633543014526
321,0.3969976007938385
322,0.3728310167789459
323,0.34315475821495056
324,0.30765748023986816
325,0.2558351457118988
326,0.19391709566116333
327,0.004533000756055117
328,0.01103164441883564
329,0.013120539486408234
330,0.02435486763715744
331,0.0508781336247921
332,0.08036161214113235
333,0.11940845102071762
334,0.1515280157327652
335,0.17778943479061127
336,0.19191767275333405
337,0.19122816622257233
338,0.18638810515403748
339,0.1861952692270279
340,0.18353524804115295
341,0.1784072071313858
342,0.17802821099758148
343,0.19272670149803162
344,0.22467806935310364
345,0.2521358132362366
346,0.2732588052749634
347,0.2862931489944458
348,0.2901866137981415
349,0.29160043597221375
350,0.29573750495910645
351,0.31087666749954224
352,0.32687708735466003
353,0.33359724283218384
354,0.3346480429172516
355,0.33005914092063904
356,0.3177878260612488
357,0.30150869488716125
358,0.27350616455078125
359,0.24567455053329468
360,0.23271408677101135
361,0.21899905800819397
362,0.19099657237529755
363,7.63993157306686e-05
364,-0.004728527273982763
365,-0.016554994508624077
366,-0.023784993216395378
367,-0.01878371089696884
368,-0.010621128603816032
369,-0.005921291187405586
370,-0.004089355003088713
371,-0.0004657250829041004
372,-0.0006854580715298653
373,-0.006683293264359236
374,-0.016243446618318558
375,-0.018387947231531143
376,-0.013550403527915478
377,-0.005700875073671341
378,-0.0010472271824255586
379,-0.007250175811350346
380,-0.01596735045313835
381,-0.020995398983359337
382,-0.019832557067275047
383,-0.012260017916560173
384,0.003500979859381914
385,0.01743154786527157
386,0.03625743091106415
387,0.04379970580339432
388,0.006540639325976372
389,0.027574511244893074
390,0.06676073372364044
391,0.10065113753080368
392,0.12073345482349396
393,0.14087475836277008
394,0.16163241863250732
395,0.19375647604465485
396,0.23260149359703064
397,0.2562389373779297
398,0.27483245730400085
399,0.2834641635417938
400,0.2989436388015747
401,0.33222413063049316
402,0.3571254312992096
403,0.35851454734802246
404,0.3643465042114258
405,0.3781633675098419
406,0.3885532319545746
407,0.4081399440765381
408,0.4335191249847412
409,0.4703631103038788
410,0.5075027346611023
411,0.5418815016746521
412,0.5646800398826599
413,0.5687554478645325
414,0.5736165046691895
415,0.5900652408599854
416,0.6017904877662659
417,0.6037207245826721
418,0.5943753719329834
419,0.5678749680519104
420,0.5244644284248352
421,0.4743102192878723
422,0.4409976899623871
423,0.40449774265289307
424,0.3787148892879486
425,0.367081880569458
426,0.3587178587913513
427,0.3393022418022156
428,0.3215513527393341
429,0.3161165416240692
430,0.30584895610809326
431,0.29638925194740295
432,0.2990279793739319
433,0.32022276520729065
434,0.3570276200771332
435,0.3924083411693573
436,0.4372918903827667
437,0.4839264154434204
438,0.5269982218742371
439,0.5632325410842896
440,0.5865908861160278
441,0.6106583476066589
442,0.6255923509597778
443,0.6420984268188477
444,0.6620064377784729
445,0.6760966777801514
446,0.6902963519096375
447,0.6972799301147461
448,0.7015998363494873
449,0.7182883620262146
450,0.7492736577987671
451,0.7986837029457092
452,0.8466807007789612
453,0.8833284974098206
454,0.90613853931427
455,0.9291278719902039
456,0.9407222270965576
457,0.9469286203384399
458,0.9588937759399414
459,0.9760438203811646
460,0.9937551021575928
461,1.0126336812973022
462,1.0411936044692993
463,1.0818232297897339
464,1.1364822387695312
465,1.1665030717849731
466,1.1746233701705933
467,1.1896029710769653
468,1.2213139533996582
469,1.2455710172653198
470,0.00022277307289186865
471,-0.0005768878036178648
472,-0.005937703885138035
473,-0.01932840794324875
474,-0.03194786608219147
475,-0.05050479993224144
476,-0.06780950725078583
477,-0.07571498304605484
478,-0.08545175939798355
479,-0.09274838864803314
480,-0.09483334422111511
481,-0.09685070812702179
482,-0.10679031908512115
483,-0.11733179539442062
484,-0.12559914588928223
485,-0.12519621849060059
486,-0.007465188391506672
487,-0.022807763889431953
488,-0.05947292223572731
489,-0.11214075982570648
490,-0.17952869832515717
491,-0.24775703251361847
492,-0.2895931303501129
493,-0.30416181683540344
494,-0.3239304721355438
495,-0.3539089560508728
496,-0.3787662386894226
497,-0.3969237506389618
498,-0.41023868322372437
499,-0.4173848330974579
500,-0.4385215640068054
501,-0.4890519380569458
502,-0.4958747923374176
503,-0.48503291606903076
504,-0.4692704975605011
505,-0.4417591691017151
506,-0.4088640809059143
507,-0.3522675931453705
508,-0.2911960482597351
509,-0.24701175093650818
510,-0.20172658562660217
511,-0.17356997728347778
512,-0.16306975483894348
513,-0.15592323243618011
514,-0.14500649273395538
515,-0.1235654279589653
516,-0.09777918457984924
517,-0.05465320870280266
518,-0.023845821619033813
519,-7.73841529735364e-05
520,0.022952457889914513
521,0.05845203995704651
522,0.10338523983955383
523,0.155493825674057
524,0.19703997671604156
525,0.22431689500808716
526,0.24292846024036407
527,0.26100966334342957
528,0.2890196442604065
529,0.3322654366493225
530,0.362792044878006
531,0.38116776943206787
532,0.4031069278717041
533,0.41075214743614197
534,0.4005667567253113
535,0.381288081407547
536,0.3554318845272064
537,0.333181232213974
538,0.31056204438209534
539,0.2956840693950653
540,0.2893490791320801
541,0.2830362021923065
542,0.2717895805835724
543,0.2472868114709854
544,0.20562519133090973
545,0.15230824053287506
546,0.09550990164279938
547,0.041320208460092545
548,0.006933457218110561
549,-0.0023576621897518635
550,-0.0016327506164088845
551,0.00449727987870574
552,0.005980321206152439
553,0.01803191564977169
554,0.03907916322350502
555,0.0723196417093277
556,0.10255920886993408
557,0.1479649394750595
558,0.1821606308221817
559,0.20570528507232666
560,0.23912902176380157
561,0.2731471657752991
562,0.30132412910461426
563,0.32064759731292725
564,0.3423789441585541
565,0.35512471199035645
566,0.35734105110168457
567,0.3491147756576538
568,0.33234119415283203
569,0.3081449866294861
570,0.27513280510902405
571,0.24114783108234406
572,0.21262459456920624
573,0.1928693652153015
574,0.16388389468193054
575,0.12619487941265106
576,0.07820796966552734
577,0.03966020792722702
578,0.01607934944331646
579,0.0001351367827737704
580,0.003863228252157569
581,0.025892820209264755
582,0.061729662120342255
583,0.10442966967821121
584,0.13602662086486816
585,0.16761213541030884
586,0.18212901055812836
587,0.18587160110473633
588,0.18875470757484436
589,0.20290929079055786
590,0.23429961502552032
591,0.2827979028224945
592,0.321713387966156
593,0.33895933628082275
594,0.3505566716194153
595,0.35149991512298584
596,0.3474849760532379
597,0.3389841318130493
598,0.3229006826877594
599,0.3127184212207794
600,0.3140122890472412
601,0.3288499414920807
602,0.00021510646911337972
603,0.0011396463960409164
604,0.0041929264552891254
605,0.0032736496068537235
606,-0.00728144496679306
607,-0.024275021627545357
608,-0.05918138101696968
609,-0.09992577880620956
610,-0.1261436939239502
611,-0.14335407316684723
612,-0.16921623051166534
613,-0.20118054747581482
614,-0.23933014273643494
615,-0.2593614459037781
616,-0.26632070541381836
617,-0.2811913788318634
618,-0.2916979193687439
619,-0.2933180034160614
620,-0.2892437279224396
621,-0.27467626333236694
622,-0.2631228268146515
623,-0.25593966245651245
624,-0.25167593359947205
625,-0.25148138403892517
626,-0.24887771904468536
627,-0.24193572998046875
628,-0.23560136556625366
629,-0.22963093221187592
630,-0.22469781339168549
631,-0.2113095223903656
632,-0.18719793856143951
633,-0.1541038304567337
634,0.004357887431979179
635,0.004677061457186937
636,0.004638469312340021
637,0.00854026060551405
638,0.026680096983909607
639,0.06133590638637543
640,0.11970899999141693
641,0.18997086584568024
642,0.26815158128738403
643,0.33991745114326477
644,0.3966616094112396
645,0.4465259611606598
646,0.48550549149513245
647,0.503705620765686
648,0.5188074111938477
649,0.5483955144882202
650,0.5967791676521301
651,0.6433131694793701
652,0.6836790442466736
653,0.7175590991973877
654,0.7297977805137634
655,0.734390377998352
656,0.7425677180290222
657,0.7485777139663696
658,0.7583000659942627
659,0.7620036005973816
660,0.7592296600341797
661,0.7580464482307434
662,0.7576985955238342
663,0.756496012210846
664,0.7506753206253052
665,0.7420395016670227
666,0.7248718738555908
667,0.688768208026886
668,0.6347837448120117
669,0.5791457295417786
670,0.526868999004364
671,0.5032482147216797
672,0.4924427270889282
673,0.46959710121154785
674,0.43722838163375854
675,0.4110293984413147
676,0.39511653780937195
677,0.3996659517288208
678,0.42196884751319885
679,0.44028058648109436
680,0.4464166462421417
681,0.45432254672050476
682,0.46220266819000244
683,0.48421555757522583
684,0.5126922726631165
685,0.5407667756080627
686,0.5825652480125427
687,0.6205615997314453
688,0.6435370445251465
689,0.6561122536659241
690,0.6760715842247009
691,0.70791095495224
692,0.747434139251709
693,0.779209554195404
694,0.7928740978240967
695,0.7951602935791016
696,0.7980331182479858
697,0.8084540963172913
698,0.8262637853622437
699,0.8543093800544739
700,0.878659725189209
701,0.9107562303543091
702,0.9485755562782288
703,0.9832013249397278
704,1.0074440240859985
705,1.0362638235092163
706,1.0738605260849
707,1.126507043838501
708,1.1866997480392456
709,1.2300560474395752
710,-0.003314332338050008
711,-0.010782130062580109
712,-0.023977849632501602
713,-0.024630403146147728
714,-0.024704646319150925
715,-0.033665820956230164
716,-0.056900136172771454
717,-0.08852788805961609
718,-0.11832545697689056
719,-0.12363233417272568
720,-0.1319679170846939
721,-0.16336919367313385
722,-0.19998131692409515
723,-0.23919777572155
724,-0.2550259232521057
725,-0.261826753616333
726,-0.26866960525512695
727,-0.2860180735588074
728,-0.2965758442878723
729,-0.30218151211738586
730,-0.306664377450943
731,-0.3098031282424927
732,-0.322457492351532
733,-0.3423652946949005
734,-0.36861035227775574
735,-0.4128115773200989
736,-0.4645363390445709
737,-0.5109626650810242
738,-0.543238639831543
739,-0.5648837089538574
740,-0.5921307802200317
741,-0.6259751319885254
742,-0.6476553082466125
743,-0.6691896319389343
744,-0.6866161227226257
745,-0.7174054980278015
746,-0.7553678750991821
747,-0.7880678176879883
748,-0.8310818672180176
749,-0.8545669913291931
750,-0.8609930276870728
751,-0.8612667322158813
752,-0.8611422777175903
753,-0.859470784664154
754,-0.8593575954437256
755,-0.8590043187141418
756,-0.858368992805481
757,-0.8572028279304504
758,-0.8541944026947021
759,-0.8526421189308167
760,-0.852479875087738
761,-0.8512113690376282
762,-0.8467639088630676
763,-0.8366090059280396
764,-0.8238874673843384
765,-0.8039309978485107
766,-0.7782133221626282
767,-0.7599425911903381
768,-0.7486675381660461
769,-0.7215113639831543
770,-0.6832513809204102
771,-0.6431077122688293
772,-0.6017037034034729
773,-0.5584893226623535
774,-0.5210379958152771
775,-0.49460047483444214
776,-0.45900166034698486
777,-0.41137635707855225
778,-0.3622305691242218
779,-0.3022818863391876
780,-0.24479509890079498
781,-0.19017690420150757
782,-0.001361687434837222
783,-0.0042350697331130505
784,-0.008788676001131535
785,-0.019470715895295143
786,-0.04359031096100807
787,-0.06691653281450272
788,-0.08037328720092773
789,-0.09101439267396927
790,-0.10451759397983551
791,-0.11400946229696274
792,-0.12021667510271072
793,-0.12832841277122498
794,-0.14456507563591003
795,-0.16693787276744843
796,-0.18102476000785828
797,-0.2058245688676834
798,-0.2523230016231537
799,-0.31340491771698
800,-0.374346524477005
801,-0.4154185950756073
802,-0.43235406279563904
803,-0.4373965561389923
804,-0.4464632272720337
805,-0.4680216312408447
806,-0.5046385526657104
807,-0.5542319416999817
808,-0.6139255166053772
809,-0.6783953309059143
810,1.806377804314252e-05
811,-0.00020223909814376384
812,-0.0030227117240428925
813,-0.009462600573897362
814,-0.01681309938430786
815,-0.028662987053394318
816,-0.048215899616479874
817,-0.06873095035552979
818,-0.08485354483127594
819,-0.09819618612527847
820,-0.1029159426689148
821,-0.11282461881637573
822,-0.11985988169908524
823,-0.12170670926570892
824,-0.1205175593495369
825,-0.11074910312891006
826,-0.08436556905508041
827,-0.04642152413725853
828,-0.010960722342133522
829,0.03570510074496269
830,0.07179374992847443
831,0.0831846073269844
832,0.08072265982627869
833,0.06332472711801529
834,0.026691840961575508
835,-0.01406035665422678
836,-0.05790232494473457
837,-0.09794759750366211
838,-0.12981605529785156
839,-0.14651460945606232
840,-0.15626469254493713
841,-0.15264050662517548
842,-0.1286289244890213
843,-0.09085088968276978
844,-0.0515630878508091
845,-0.026344059035182
846,-0.007942828349769115
847,0.007815607823431492
848,0.013470864854753017
849,0.005733693949878216
850,-0.007380506955087185
851,-0.03487971052527428
852,-0.06614722311496735
853,-0.101723313331604
854,-0.1511198729276657
855,-0.19907917082309723
856,-0.262243390083313
857,-0.32597604393959045
858,-0.37512990832328796
859,-0.408335417509079
860,-0.4273086190223694
861,-0.4511165916919708
862,-0.4856114983558655
863,-0.5149092078208923
864,-0.5424062013626099
865,-0.5700671076774597
866,-0.5977470278739929
867,-0.6254138350486755
868,-0.6513261198997498
869,-0.6656808853149414
870,-0.6700530648231506
871,-0.6738545894622803
872,-0.679450273513794
873,-0.6945700645446777
874,-0.7214632630348206
875,-0.744215726852417
876,-0.7593097686767578
877,-0.7532835602760315
878,-0.7302576303482056
879,-0.6994374394416809
880,-0.6628644466400146
881,-0.0004927964764647186
882,-0.00931391492486
883,-0.026851767674088478
884,-0.059630606323480606
885,-0.10359898209571838
886,-0.129625141620636
887,-0.146953746676445
888,-0.16468031704425812
889,-0.18644019961357117
890,-0.2198430299758911
891,-0.26409712433815
892,-0.3256334960460663
893,-0.3794279396533966
894,-0.4112216532230377
895,-0.4372337758541107
896,-0.4497789442539215
897,-0.4561290144920349
898,-0.4732966125011444
899,-0.5062251091003418
900,-0.555572509765625
901,-0.607325553894043
902,-0.6725780963897705
903,0.0015869539929553866
904,0.009364986792206764
905,0.010532177053391933
906,0.014793023467063904
907,0.029045190662145615
908,0.06297873705625534
909,0.10813424736261368
910,0.169671431183815
911,0.21674378216266632
912,0.23998519778251648
913,0.2516658306121826
914,0.25624385476112366
915,0.2638756036758423
916,0.2861223816871643
917,0.31142157316207886
918,0.3228801190853119
919,0.3480956554412842
920,0.3799985349178314
921,0.42362141609191895
922,0.4554241895675659
923,0.48339834809303284
924,0.5016365647315979
925,0.5055729746818542
926,0.4981735646724701
927,0.4752645194530487
928,0.4475891888141632
929,0.4131462574005127
930,0.3796623945236206
931,0.35208314657211304
932,0.33150383830070496
933,0.315703421831131
934,0.28110817074775696
935,0.2294459342956543
936,0.17131319642066956
937,0.11207640916109085
938,0.06822799891233444
939,0.047333281487226486
940,0.015848414972424507
941,-0.02034025266766548
942,-0.05953536555171013
943,-0.11406419426202774
944,-0.16613325476646423
945,-0.2357104867696762
946,-0.30106624960899353
947,-0.3462740182876587
948,-0.38445553183555603
949,-0.4167672395706177
950,-0.45618218183517456
951,-0.4948703646659851
952,-0.5251837968826294
953,-0.541196346282959
954,-0.5662881731987
955,-0.6007583737373352
956,-0.6324172019958496
957,-0.0016404645284637809
958,-0.0065877060405910015
959,-0.01981956511735916
960,-0.02775399386882782
961,-0.02708354964852333
962,-0.026214275509119034
963,-0.025371132418513298
964,-0.024631965905427933
965,-0.024318203330039978
966,-0.02461984008550644
967,-0.026643766090273857
968,-0.03519195318222046
969,-0.04937531799077988
970,-0.07858854532241821
971,-0.11792977154254913
972,-0.17720864713191986
973,-0.2467883974313736
974,-0.30839478969573975
975,-0.3507362902164459
976,-0.37191903591156006
977,-0.37349775433540344
978,-0.3652355968952179
979,-0.353017121553421
980,-0.34690672159194946
981,-0.3526369333267212
982,-0.3615795969963074
983,-0.3632408678531647
984,-0.37304094433784485
985,-0.39390435814857483
986,-0.42185014486312866
987,-0.45444443821907043
988,-0.48614373803138733
989,-0.5133516788482666
990,-0.5517098307609558
991,-0.5988610982894897
992,-0.6454734206199646
993,-0.6865480542182922
994,-0.7224440574645996
995,-0.7442644238471985
996,-0.7492642998695374
997,-0.0005668356898240745
998,-0.0007095166947692633
999,-0.002096954034641385
1000,-0.0017737419111654162
1001,0.026303129270672798
1002,0.04534780606627464
1003,0.06696277111768723
1004,0.07615049183368683
1005,0.08811632543802261
1006,0.11520051211118698
1007,0.1466122567653656
1008,0.19050687551498413
1009,0.2448456585407257
1010,0.30131691694259644
1011,0.34873470664024353
1012,0.39106205105781555
1013,0.42891666293144226
1014,0.4797931909561157
1015,0.5242369174957275
1016,0.5519644618034363
1017,0.5733196139335632
1018,0.6025983095169067
1019,0.6208992004394531
1020,0.6299445033073425
1021,0.6214786171913147
1022,0.6032852530479431
1023,0.5858368277549744
1024,0.5584523677825928
1025,0.5250677466392517
1026,0.4989549517631531
1027,0.48779842257499695
1028,0.4875562787055969
1029,0.4889562129974365
1030,0.48818469047546387
1031,0.47662556171417236
1032,0.4615989923477173
1033,0.4575297236442566
1034,0.45982757210731506
1035,0.4619620442390442
1036,0.4642351567745209
1037,0.4649640619754791
1038,0.45392581820487976
1039,0.4236377477645874
1040,0.3854888379573822
1041,0.3414640426635742
1042,0.30823349952697754
1043,0.2870486080646515
1044,0.2626244127750397
1045,0.2384067177772522
1046,0.2094036042690277
1047,0.17781218886375427
1048,0.1522812396287918
1049,0.14172451198101044
1050,0.12325840443372726
1051,0.09534383565187454
1052,0.06927157938480377
1053,0.061529338359832764
1054,0.046521011739969254
1055,0.013619682751595974
1056,-0.02173229679465294
1057,-0.05240778997540474
1058,-0.08237653970718384
1059,-0.12289043515920639
1060,-0.16749724745750427
1061,-0.2159828245639801
1062,-0.262686550617218
1063,-0.30457478761672974
1064,-0.34555843472480774
1065,-0.38741326332092285
1066,-0.42733219265937805
1067,-0.45102742314338684
1068,-0.45469456911087036
1069,-0.4539084732532501
1070,-0.455018013715744
1071,-0.4545993506908417
1072,-0.44398969411849976
1073,-0.42200392484664917
1074,-0.4037456214427948
1075,-0.3830062448978424
1076,-0.3502708375453949
1077,-0.2998358905315399
1078,-0.2579399645328522
1079,-0.23954899609088898
1080,-0.0036841039545834064
1081,-0.022566931322216988
1082,-0.06190843507647514
1083,-0.11489885300397873
1084,-0.16160206496715546
1085,-0.2085656374692917
1086,-0.24430294334888458
1087,-0.28114941716194153
1088,-0.3096582889556885
1089,-0.33608806133270264
1090,-0.37488093972206116
1091,-0.4118362069129944
1092,-0.44747838377952576
1093,-0.4856337904930115
1094,-0.5274713635444641
1095,-0.5544531941413879
1096,-0.5760641098022461
1097,-0.5991083383560181
1098,-0.6267260909080505
1099,-0.6536053419113159
1100,-0.6847289800643921
1101,-0.7015038132667542
1102,-0.7007961273193359
1103,-0.6828686594963074
1104,-0.6606311202049255
1105,-0.6494449973106384
1106,-0.6523725986480713
1107,-0.6591665744781494
1108,-0.6570865511894226
1109,-0.6482629179954529
1110,-0.6289055943489075
1111,-0.6079878211021423
1112,-0.5906941890716553
1113,-0.5725877285003662
1114,-0.5647282004356384
1115,-0.5492045283317566
1116,-0.543931782245636
1117,-0.5423943996429443
1118,-0.5323159694671631
1119,-0.49884945154190063
1120,-0.44966718554496765
1121,-0.4029056131839752
1122,-0.36273854970932007
1123,-0.3315201997756958
1124,-0.30927401781082153
1125,-0.2781396508216858
1126,-0.23983463644981384
1127,-0.18887051939964294
1128,0.0023694781120866537
1129,0.0084924828261137
1130,0.024476366117596626
1131,0.048260606825351715
1132,0.06849294155836105
1133,0.0861445814371109
1134,0.10172489285469055
1135,0.11597424000501633
1136,0.13426940143108368
1137,0.15236586332321167
1138,0.17424529790878296
1139,0.198490709066391
1140,0.22721979022026062
1141,0.2621270716190338
1142,0.3081766963005066
1143,0.35648849606513977
1144,0.3907758891582489
1145,0.4266968071460724
1146,0.45164409279823303
1147,0.47162219882011414
1148,0.4928230047225952
1149,0.5179039239883423
1150,0.5349274277687073
1151,0.5542116165161133
1152,0.565008819103241
1153,0.5818098783493042
1154,0.6098536849021912
1155,0.6491776704788208
1156,0.6918880939483643
1157,0.7278478145599365
1158,0.7469744086265564
1159,0.7550447583198547
1160,0.7651026248931885
1161,0.7757463455200195
1162,0.7783581018447876
1163,0.7812519073486328
1164,0.796913743019104
1165,0.8259590268135071
1166,0.8682299256324768
1167,0.9061622619628906
1168,0.9439658522605896
1169,0.9793678522109985
1170,1.0128943920135498
1171,1.0402028560638428
1172,1.0536903142929077
1173,1.058854579925537
1174,1.0670263767242432
1175,1.0835577249526978
1176,1.102514624595642
1177,1.1213359832763672
1178,1.1527332067489624
1179,1.1957387924194336
1180,1.2550208568572998
1181,0.0031983116641640663
1182,0.006871507968753576
1183,0.01595514826476574
1184,0.03867063298821449
1185,0.07241681963205338
1186,0.09003224223852158
1187,0.10635650157928467
1188,0.11692451685667038
1189,0.12143032252788544
1190,0.12298483401536942
1191,0.11428585648536682
1192,0.08900485187768936
1193,0.06834550201892853
1194,0.05465541407465935
1195,0.04991966113448143
1196,0.04843520000576973
1197,0.04205864295363426
1198,0.026071103289723396
1199,-0.008289522491395473
1200,-0.048147570341825485
1201,-0.08806448429822922
1202,-0.11843650043010712
1203,0.0001771094830473885
1204,-0.004653032869100571
1205,-0.019580045714974403
1206,-0.04059900715947151
